name,symbol,price,market_cap,volume_24h,percent_change_24h
Ripple USD,RLUSD,1.0000080480176567,53100557.35078382,176095305.0046604,-0.00047698
Landwolf 0x67,WOLF,5.8846225006379616e-05,53088681.23170099,4468545.2603189,2.00427244
SLERF,SLERF,0.10578346501039065,52891494.49239905,9698942.87274678,4.27119568
Helium Mobile,MOBILE,0.000591768006571362,52833047.62669119,2294669.15675088,0.90092558
NKN,NKN,0.0672305116097117,52732144.3035339,6389828.36511221,1.28595221
Phoenix,PHB,0.9734328472713661,52690441.83469873,13405212.23429218,2.43343037
BENQI,QI,0.010125855669887744,52440334.01241711,3746409.65181735,1.18927918
SwarmNode.ai,SNAI,0.058764838978150276,53032916.995952345,12087278.47667625,-9.19212553
PolySwarm,NCT,0.027764274884586673,52349562.00655113,1090626.71054735,2.31471489
sudeng,HIPPO,0.005238638214487518,52386382.14487518,32306835.84698045,4.28445847
HashAI,HASHAI,0.0006186584891669988,52316742.97052988,299136.03011434,8.66191409
Strike,STRK,9.503523229466154,51961850.010811,4644974.81842558,6.26766354
smARTOFGIVING,AOG,0.7016684006360288,51769434.48767905,0.0,0.0
ViciCoin,VCNT,22.67917751117535,51698428.86281892,101448.27636466,-0.71036253
XPLA,XPLA,0.06281648741820031,50902367.10346569,373876.48843919,2.58791943
Maverick Protocol,MAV,0.10058587691190518,50648129.223799504,7813363.16458071,2.78232949
NYM,NYM,0.06258568591089292,50522371.15334216,1063331.5139098,5.09042315
MovieBloc,MBL,0.0027643496004073668,50504355.41950856,3945148.84039973,-0.38078391
Sweat Economy,SWEAT,0.0072023243352619115,50373071.255975865,2620987.36971847,0.82552727
LeverFi,LEVER,0.0014313859030934345,50070662.46031403,18517508.7817343,2.46006485
CoinEx Token,CET,0.0704907885906562,49952140.017001435,100336.03508862,0.09853264
RACA,RACA,0.00012174241717143314,49996003.63453073,6845415.83526909,0.13628643
Fusionist,ACE,1.0156410459601852,49907054.17717051,6842645.3802524,1.08628073
Tethereum,T99,0.05189586692220278,49309096.88470228,16889.07905837,-0.38676509
Department Of Government Efficiency (dogegov.com),DOGE,0.050578265310683365,49522884.102354765,5858868.05820946,9.71927878
McDull,MCDULL,6.523468713845734e-06,49288430.28237984,244201.99595524,2.215421
Kujira,KUJI,0.40162609100826036,49138874.52021205,268419.6916672,7.90849364
AVA,AVA,0.04901980819374068,49019517.50627809,13915746.14711362,-10.59416873
Hooked Protocol,HOOK,0.22039032926770688,48944739.11590892,9544066.10260071,-0.34679959
Bifrost,BFC,0.03520125776395957,48811421.516810745,7191774.18102407,1.90973176
Ancient8,A8,0.21020569933392635,48767721.9722035,5186960.41417044,-12.69204749
RSS3,RSS3,0.07209188461988257,48656014.34121594,2198727.03354167,3.76414062
DAO Maker,DAO,0.24790924322051883,48548853.03316461,1963080.09474246,0.93333543
Shuffle,SHFL,0.20349762466517368,48252409.29501021,1358892.0284238,-3.30487546
Assemble AI,ASM,0.03185595742698765,47656509.44373736,1381922.45272787,0.22995904
Stella,ALPHA,0.05239303135093505,47625265.49799996,9929000.50991285,1.18789043
ResearchCoin,RSC,0.49189041445242654,46834591.25219202,371074.821375,4.10613915
Unicorn Fart Dust,UFD,0.04687272605157786,46872726.05157786,16028323.74382137,28.95948617
Radworks,RAD,0.9087538076234503,46869867.20321594,11239590.54304592,1.70945255
Neon EVM,NEON,0.19450743449379243,46577825.306473985,2168624.25851038,1.01681826
PlatON,LAT,0.007325908896992063,46493135.709296055,6509531.68841585,-0.97999357
BasedAI,BASEDAI,1.3434956435201955,46484170.03832552,587204.19719782,2.45292551
Metadium,META,0.027231461944835573,46443495.85972815,299557.47581856,0.37270638
Shadow Token,SHDW,0.285792390817115,46216155.59709365,317953.94808502,0.53990536
Gods Unchained,GODS,0.13204154941415025,46122846.97382227,2031407.58246586,3.08664724
Gearbox Protocol,GEAR,0.004509524669443969,45095246.69443969,616912.800077,2.43198058
Electroneum,ETN,0.0024898210344107426,44766528.06670206,885596.66264751,0.02265341
LimeWire,LMWR,0.1390277045386475,44451901.68581725,2113979.39995018,1.01108857
Alien Worlds,TLM,0.007765285189737808,44450851.86947548,14892597.12001108,-0.80978654
LUKSO,LYX,1.4519933539838865,44337933.426552765,436356.57615924,0.22535417
Locus Chain,LOCUS,0.021294568062922733,44315333.16838654,418102.8397985,11.4097397
Puffer,PUFFER,0.4328368687990084,44282119.04338628,6799285.60513744,4.93894772
LOFI,LOFI,0.04422825341441056,44228253.414410554,5682745.30588291,21.1336962
Gitcoin,GTC,0.4803533341823555,44006426.872475505,5770586.67068212,2.37128724
DEAPcoin,DEP,0.0015132453540653095,43469988.84438516,1265911.21794915,-0.87646628
Automata Network,ATA,0.07738096037246275,43572602.13962417,9074621.81984382,-1.70890528
Alpha Quark Token,AQT,1.6176967645896148,43364304.62863889,6017874.09948867,1.6945432
Aergo,AERGO,0.09163697275644117,43298469.2396952,8351478.24251599,0.94773443
Zerebro,ZEREBRO,0.04420834457897585,43271213.32129558,13964432.72404175,-0.2010288
Whiteheart,WHITE,4853.874390807098,43141235.58549349,0.0,0.0
Spectral,SPEC,3.0568738375666684,43116279.246105075,2572309.85142109,5.09034299
Minswap,MIN,0.031395188642433146,42975342.890440956,110462.81308812,-1.03430469
xMoney,UTK,0.06084313526977318,42840390.483325146,13606437.30074436,1.09341409
Orderly Network,ORDER,0.20079296600177232,42742017.78895249,6360427.06805463,1.99113189
Alkimi,ADS,0.18024174080761193,42715685.568486504,318352.81000112,1.30755279
EUR CoinVertible,EURCV,1.0364380863525628,42667539.008966975,0.0,0.0
Clustr Labs,CLUSTR,0.08507744588261752,42511975.9535624,93789.73649056,4.95685574
MAP Protocol,MAPO,0.007421696481296236,42378576.54024328,1311390.85533178,0.38720384
Uquid Coin,UQC,4.2074351991981525,42074351.99198152,189872.9157009,-3.33674499
X Empire,X,6.08953141276488e-05,42017766.74807767,45475492.3280483,3.54990412
SynFutures,F,0.029500459402796466,41614477.8421789,16820005.68982814,-1.04522353
Cortex,CTXC,0.18191720519060425,41371879.180646636,4007265.35674394,1.49739243
SaucerSwap,SAUCE,0.05408233182878069,41253552.84788213,446620.64037307,4.7716176
ORBIT,GRIFT,0.04107723199389591,41076999.95066878,24991651.53748372,1.73989619
Myria,MYRIA,0.0014528240268717213,41104767.398076564,1261861.51896674,4.15852833
Radiant Capital,RDNT,0.034146953835244645,40826422.36733298,6548432.675151,5.32848198
tokenbot,CLANKER,40.80574890414863,40805748.90414863,7433104.54316253,36.38349743
Stader,SD,0.7588453202458284,40434662.70343805,4040324.12480402,13.17034262
Elastos,ELA,1.7786170375070294,39994889.80007219,353261.63504756,-4.16216293
ThunderCore,TT,0.003377446930345956,39893358.83803302,1950626.61732866,-1.91697725
AVA (Travala),AVA,0.6947343586271657,39861037.30937665,12658226.21882637,-1.30753057
Ice Open Network,ICE,0.006006681389248748,39735424.32309046,11694047.03838368,3.46372991
tao.bot,TAOBOT,0.5161242057454305,39569522.612524405,159258.41777567,8.34881953
Camino Network,CAM,0.12458504485248009,39517723.276986614,44131.86308436,35.65841921
Dego Finance,DEGO,1.8740267398827282,39349337.93662829,11345898.97035875,-2.73695192
Unizen,ZCX,0.05705072144784818,39303824.78395662,1315359.07487821,9.16571588
Swarms,SWARMS,0.039208457610304136,39207862.81800219,25683606.01755219,-10.22957197
MobileCoin,MOB,0.19732861204425287,39149942.75886868,45268.31731306,-10.15637505
ZEON,ZEON,0.0012787816720562803,39039925.66620618,14177.47996244,-1.22622997
FirmaChain,FCT,0.04068972931063652,39009996.39961632,1698041.28885004,1.7601903
Venom,VENOM,0.03886852412087119,38437832.49958933,306288.68007896,1.02905953
Pangolin,PNG,0.17495470832885496,38205554.40291883,653940.12751291,4.33483535
Bitgert,BRISE,9.62784182492263e-08,38096407.31703635,36973098.99149549,1.53154872
Forta,FORT,0.07907065527659857,38011998.65007367,238968.2130145,1.77683712
Hunt Town,HUNT,0.2993276891552109,37765479.50181874,847658.72433846,-2.55176661
Renzo,REZ,0.017177922420792822,37499353.97623316,10705053.47218624,4.47053074
Tether EURt,EURt,1.0272390732816858,37378497.451602794,853134.49607271,-0.19309279
Taraxa,TARA,0.006935117711677178,37276093.2339483,1104079.70021155,7.3889848
Enzyme,MLN,13.966272693489373,37247836.70161095,9443661.66076047,4.69095763
Green Satoshi Token (SOL),GST,0.013477040509133929,37152801.391759515,1636039.99954296,-0.2816458
Moss Coin,MOC,0.08716418916432252,36913135.27397192,1241329.77209253,0.08738967
OMG Network,OMG,0.2622980826667919,36786099.06253899,6832794.58669875,0.5449942
SpaceN,SN,0.9191975328098647,36777093.287722684,520.09186122,-4.79664621
Groestlcoin,GRS,0.4224608539034228,36731659.03590703,638017.51614596,0.85432939
Viction,VIC,0.30586086897767845,36675080.93505041,3644553.95887627,1.96975686
SUNDOG,SUNDOG,0.03664448570703599,36549965.14047018,24524176.78030379,9.15818962
IDEX,IDEX,0.0396166122758445,36550856.621273026,14400699.32708616,-1.37961489
Stool Prisondente,JAILSTOOL,0.03428906944842861,34283772.92167457,81494850.65526214,-38.12926309
LTO Network,LTO,0.08348971469061589,36411821.4018597,2003618.11430239,5.62381413
REI Network,REI,0.03826889870980056,36355453.77431054,1873137.24448543,4.18929535
Milady Meme Coin,LADYS,4.939793862970326e-08,36276167.747357674,3202867.44361319,2.19647024
Houdini Swap,LOCK,0.3776792574321636,36260729.011758976,161258.67369745,5.21776366
PaLM AI,PALM,0.4639152946189015,35814133.770458706,78157.44895743,-3.59566539
BIM,BIM,1.1302653303057533,35756859.23914005,83168.21367697,-0.26523313
APX,APX,0.06400046782855488,35730035.70313323,861585.30845141,-3.67227192
Chainbounty,BOUNTY,0.06992910550888197,35576432.35771459,1281099.25044765,0.67909691
Telos,TLOS,0.09468213869593188,35560118.7849972,10914142.46960084,-1.22213452
Celo Dollar,CUSD,0.9993236156023525,35530117.33646422,1236949.02282973,0.11563167
Wise Monkey,MONKY,4.171643293255602e-06,35458967.992672615,2242701.3779444,-2.39090032
Sperax,SPA,0.020936397073236156,35417731.53720847,3424312.12012745,0.50999419
Wojak,WOJAK,0.0005109319072672254,35461089.405096,2037253.24957792,5.54776997
Keyboard Cat,KEYCAT,0.003521350423259349,35213504.23259349,3781988.68817651,6.44249369
Basenji,BENJI,0.035012844408794874,35012844.40879487,6523618.95542199,9.57228062
NAVI Protocol,NAVX,0.08810793363201884,34941994.06714895,3168984.34069321,2.86482132
Star Atlas,ATLAS,0.001916740971109411,34880292.76290237,1661178.25721887,7.75806207
Pirate Chain,ARRR,0.17805267485750811,34936391.57260712,38865.76457689,11.29299166
Ethernity Chain,ERN,1.4698087429882538,34849846.97289718,5837839.12578129,6.2839534
Akuma Inu,$AKUMA,5.21894714715133e-05,34792980.98097407,1619523.00615498,10.85815956
district0x,DNT,0.03477732592326727,34777325.923267275,236355.8046278,3.83189208
Just a chill guy,CHILLGUY,0.03476909148450481,34767577.119400404,16362138.78591935,15.39153883
Parcl,PRCL,0.1606921243232643,34410542.88704673,14481651.64833959,5.48936585
Vertical AI,VERTAI,0.3405141912032855,34051419.12032855,300296.35817329,15.01828474
FUNToken,FUN,0.003121698659137265,33849208.08401948,1667969.53197685,2.31443366
Ampleforth,AMPL,1.1825675423598216,33436498.408020508,748367.1700754,-2.65095348
Eurite,EURI,1.0493653670361245,33401935.075957853,8186885.2600792,0.32140243
Koma Inu,KOMA,0.05343663089163885,33380686.66391227,23306414.59369994,0.55906785
Pups (Bitcoin),PUPS,0.034102214419967976,33026141.551407404,157393.75108763,16.32023071
Perpetual Protocol,PERP,0.49992943391039074,32996420.960878264,7488693.43898151,2.18777624
Concordium,CCD,0.003002735553627986,32948808.771690864,375893.23729007,-0.17746492
KARRAT,KARRAT,0.1575803415960446,32911996.769263968,1130182.94169038,5.67200178
Shapeshift FOX Token,FOX,0.042517428413642755,32835636.65885157,327585.38649392,2.09986421
TokenPocket,TPT,0.009364029480482884,32460009.286438048,738115.08503439,20.75935715
VaderAI by Virtuals,VADER,0.03230677729903534,32201441.47163994,795616.0090271,6.60909602
ChainSwap,CSWAP,0.03472353758504861,32094605.012304924,61880.7206139,4.23938623
Goldfinch,GFI,1.0926170054051993,31833709.15946743,671044.3706355,0.23601452
Wanchain,WAN,0.16030042568994804,31816571.94887967,835332.49711454,4.84508918
Ultra,UOS,0.07754441540267672,31770633.238088995,1017808.12453508,4.20866214
RETARDIO,RETARDIO,0.032472365578507474,31682354.001524843,2616907.06736962,9.06638834
EarthMeta,EMT,0.02194032775633103,31540091.44946666,49057.56032772,-1.36741655
Alchemix,ALCX,13.083543910927473,31342027.227883656,5926855.00245481,0.01947651
Lumoz,MOZ,0.02845429880640585,31299728.687046435,1214132.44158947,-2.17423341
deBridge,DBR,0.026730211691199206,31251583.134488165,10811326.60477033,0.46686654
Aavegotchi,GHST,0.5881970305429723,31026100.041786075,8017477.97066753,-0.59254677
RARI,RARI,1.6803855373111514,30946027.906351704,3462711.8217588,0.45682751
Shiro Neko,SHIRO,3.0835120257896594e-08,30835120.257896595,3034604.67312574,-4.05753626
Polkastarter,POLS,0.30957248236526125,30712572.034209717,1183041.98014492,2.02833294
NULS,NULS,0.27362557483976285,30521477.57934608,1337567.19406834,2.33511862
Hive AI,BUZZ,0.030510979133362124,30506926.05489405,22557742.15617428,5.39334483
DEXTools,DEXT,0.3927748183673283,30497472.63429933,44686.19318464,1.87022524
XSGD,XSGD,0.7462422569937446,30300538.782474525,2788910.21400335,0.48497722
Streamr,DATA,0.02736436543617922,30254147.86113977,4767753.76958005,4.74228053
Swell Network,SWELL,0.014315131976679036,30107074.830295276,30600156.94703211,1.60310856
Mochi (New),MOCHI,3.2072853399125984e-05,30072469.532622498,1107417.18830424,2.29655005
yesnoerror,YNE,0.029859197293081414,29859151.518931963,3653842.63112924,-2.86839678
Entangle,NGL,0.05239809231786068,29977594.840720654,103559.52909105,3.31427763
Energy Web Token,EWT,0.993027300599614,29852523.748393077,248512.09050472,0.64370927
Vara Network,VARA,0.014645398831878433,29662065.646690615,643671.98309144,-2.20418587
Pocket Network,POKT,0.018056499055846813,29600846.81078789,718893.49711728,3.27735199
WHY,WHY,6.974804136184922e-08,29294177.371976674,5360533.32783331,0.6249185
BugsCoin,BGSC,0.004811933162857373,29232493.964358542,1585521.43636131,5.56548013
SideShift Token,XAI,0.20239169848715896,29205069.065072034,18255.97137556,-0.53738687
Komodo,KMD,0.21412871115949028,29111628.24501716,1204576.25118103,4.00995285
ORIGYN,OGY,0.003713293672373469,29070042.624421798,121476.29621761,7.02478301
AhaToken,AHT,0.004811363010351321,28994429.49876298,642462.91769773,0.27648399
Mode,MODE,0.011566822052130636,28917055.23442799,2160959.48680604,-7.19684366
Reserve Dollar,RSV,0.9985689447071203,28809379.89058706,0.0,0.0
DIMO,DIMO,0.09284412760706542,28711573.09601925,100698.29665797,2.26724491
Quantum Resistant Ledger,QRL,0.4205742855555364,28572626.73541502,24479.28040833,-0.64721205
Flamingo,FLM,0.04409759615258317,28499434.05831176,2160628.97850256,2.62343338
Metacraft,MCT,0.5406544124119408,28471466.890554704,4050.85862073,0.0
Crown by Third Time Games,CROWN,0.14919387134042628,28438718.547326017,308004.76724519,28.79871241
Magpie,MGP,0.06229636867405978,28256682.95462222,59305.16150062,-0.38984897
Biswap,BSW,0.05177508224285957,28191351.482649844,20338892.19895742,-4.19746062
Voxies,VOXEL,0.12695019786588346,28092271.530916873,22591091.75719699,0.95029158
Amaterasu Omikami,OMIKAMI,0.029635328491706678,28063945.159751035,298601.89150905,-10.46453473
TokenFi,TOKEN,0.02794915352204143,27949706.607840475,5380323.4802794,2.07590739
Reploy,RAI,2.790897802665442,27908978.02665442,4619487.14768479,10.53893616
XION,XION,1.0909835765043339,27884812.529405244,6095910.87199827,1.61861085
ELYSIA,EL,0.00602464122183791,27898078.327818457,886637.88837511,1.0463192
StorX Network,SRX,0.0695499945673862,27819997.82695448,1708088.99236112,-1.64961628
Lingo,LINGO,0.23182999630191478,27794831.99857486,673642.71611134,-0.98265072
Star Atlas DAO,POLIS,0.0991348689992121,27792583.616593026,418516.70864555,4.14965203
Law Blocks (AI),LBT,0.11278260610979961,27631511.57829741,6147.35724955,0.10388057
Artrade,ATR,0.021843061913704612,27548633.894051433,1024817.73726219,18.9811631
Bad Idea AI,BAD,4.3876214836034917e-08,27505481.816755958,6803197.12309443,31.15871238
Electronic USD,eUSD,0.99855767494693,27455054.68949778,582574.21466419,-0.12423784
Vertex Protocol,VRTX,0.06365201083915945,27403046.08936367,1345067.85438601,-1.57168479
MOO DENG (moodeng.vip),MOODENG,6.704278031985098e-05,27387518.60853196,4745743.84414373,-2.10285294
Vita Inu,VINU,3.043482221416195e-08,27379085.18686508,7701764.173213,-15.17771748
Wirex Token,WXT,0.002736172424221178,27361724.24221178,1087478.1640677,4.05932561
ALEX Lab,ALEX,0.04472599209998867,27125861.460842896,487414.41643531,2.05028147
pippin,PIPPIN,0.027124972231875467,27124870.594604515,12205791.97136381,6.36241834
Quickswap [New],QUICK,0.027561955431968033,27108352.38144942,6852618.53172953,0.09199656
Measurable Data Token,MDT,0.04009761702736798,27112284.93759426,6563215.77559203,1.83459313
Open Loot,OL,0.08882583547880374,26883539.7553562,12612873.3505178,4.91024762
Contentos,COS,0.005190422113601038,26868006.09071372,6554305.83202787,4.03218347
RichQUACK.com,QUACK,6.09142588075982e-10,26854636.54835465,434064.6573054,-1.48107649
Masa,MASA,0.050610552428816034,26862869.645027842,3439300.93358799,6.27896259
StaFi,FIS,0.2564536760090039,26824782.926098913,8181354.58663237,1.27316813
Boson Protocol,BOSON,0.1917921716604299,26758380.26484989,721718.99501203,2.4301755
League of Kingdoms Arena,LOKA,0.13939930716896565,26489596.065559406,7925479.02735046,0.02197392
MiraclePlay,MPT,0.03163036937978203,26474614.426833425,769559.21087309,-1.89723443
Boba Network,BOBA,0.15420773340404997,26465783.792341743,1913951.93113902,3.93077337
Persistence One,XPRT,0.1227914869389104,26199891.05458508,282789.14156324,5.32905691
Wen,WEN,3.599576384301617e-05,26194727.52459838,6969609.54890723,6.67774178
Rekt (rektcoin.com),REKT,1.023164087450731e-07,26170448.332177937,9205817.11417303,-0.75991256
Impossible Finance Launchpad,IDIA,0.03835127109130787,26078864.34208935,21795.68134129,15.81692127
zkLink,ZKL,0.11789938376042394,25932951.913670123,5729466.83192511,0.60893572
Oho,OHO,0.0010744940601360043,25920983.369795445,187200.30695227,1.06975328
Beta Finance,BETA,0.028741831047337494,25562810.32926399,4819642.58015345,-0.07493826
Gelato,GEL,0.10389966612150635,25487670.97782662,124915.81569468,1.19806212
Hegic,HEGIC,0.036170134721260225,25453913.027449246,99017.15296956,6.38638207
Seraph,SERAPH,0.14218943611041354,25420627.387819733,23771687.7686081,-1.34538879
GamerCoin,GHX,0.038882651490166786,25272367.372205317,581941.00718784,4.06064907
Tranchess,CHESS,0.12611467913335833,25233023.9920849,7789546.72752681,3.5019131
RAMP,RAMP,0.05274702856496179,25204573.668225348,495.90481469,2.99930588
Ren,REN,0.025209573922157398,25192695.617348064,4346979.35083685,0.48198217
Verasity,VRA,0.0025578083004394354,25062891.66597526,8365211.04065151,1.03404155
SuperWalk,GRND,0.045628516418936005,24994281.636118155,3150826.14356928,1.1735534
Harvest Finance,FARM,37.14354049646252,24967273.222610235,1072926.16146393,4.05472345
WUFFI,WUF,2.985276354119226e-07,24980156.22692743,113815.54561087,1.70271879
OctaSpace,OCTA,0.7093230317132276,24837274.37200235,454228.45969938,2.62921159
BOBO,BOBO,3.7024032318129604e-07,24485638.03610083,1758794.79524418,-1.85376465
HOSKY Token,HOSKY,1.0721851263980372e-07,24445820.881867852,294635.66954685,-2.56782452
Bitcoin Atom,BCA,1.3248272881824608,24401902.739156682,0.0,0.0
ORA,ORA,0.662052980180402,24275275.49857942,1286376.09410216,-0.55759387
ROGin AI,ROG,0.36192067485267204,24245020.265226405,158834.17452,-2.13430672
Kin,KIN,8.7373283365005e-06,24096343.019117363,238812.70045757,6.34613396
The Root Network,ROOT,0.016584402454950353,23994653.700838536,3319044.27930954,3.22394927
SIDUS,SIDUS,0.0019275038448390595,23936660.31068428,782254.75018218,6.43922407
StrikeX,STRX,0.023900024231345362,23900024.231345363,26078.58239088,6.74838169
Purple Pepe,$PURPE,5.721545379017622e-05,23871077.00277546,1462997.62043551,-0.74158789
Numbers Protocol,NUM,0.032230928934541866,23805100.024992857,706247.43581902,0.72219924
MCOIN,MCOIN,0.1342975661544727,23770669.209341668,601887.29625651,-2.04717223
Major Frog,MAJOR,0.02811293488389666,23755429.976892676,583205.52901904,-3.87220295
Agoras: Tau Net,AGRS,0.7933339752541141,23690389.099833526,61497.29585651,-0.7638426
Connex,CONX,20.452160714156044,23683602.1069927,140279.39914517,0.88799794
Pikaboss,PIKA,5.624680377502685e-08,23662467.880116045,65789.19858103,4.25585899
NEOPIN,NPT,0.1410577765262617,23591113.481587924,328843.26765348,1.39114171
Vulcan Forged (LAVA),LAVA,0.0954241436278144,23464347.470363073,77032.09474346,125.21821242
Central African Republic Meme,CAR,0.023392030587517623,23391534.91122953,17128158.00089999,-7.94502265
Isiklar Coin,ISIKC,0.2338240761168094,23382407.61168094,1574490.32177075,0.04156393
BFG Token,BFG,0.020735176566502964,23281641.13261992,27998.44560284,-0.29781736
Alpaca Finance,ALPACA,0.1542714496486805,23263665.86906643,16652540.66352672,-1.66636543
Aleph.im,ALEPH,0.09407503897006671,23257276.49197201,393389.66543635,-2.39413094
Step Finance,STEP,0.10485082756998283,23214853.46495342,64247.09189653,-4.0776062
Hacken Token,HAI,0.02766462326145434,23060596.735186506,238193.04763915,-7.21963091
Quidax Token,QDX,0.07618342193683253,22855026.58104976,44586.54062162,-2.78714142
COMBO,COMBO,0.31933645746391104,22689413.502938528,7347131.96456604,2.50939928
FractonX,FT,0.25879032538997165,22636964.276383188,1882797.62514218,-1.21355451
Klever Coin,KLV,0.002542101569252615,22575845.80794509,811355.34222218,-2.26648688
Stride,STRD,0.25554755763616654,22443650.288018286,40508.45425123,-2.55227909
Tokemak,TOKE,0.27467975428950825,22394148.13282599,142076.67346536,0.528328
Kishu Inu,KISHU,2.39934359691334e-10,22346549.826909166,717875.64128165,4.36945966
Games for a Living,GFAL,0.006409219645433015,22306932.678150333,792118.62277761,-5.79926864
Daddy Tate,DADDY,0.03712132284528889,22259605.782692138,1172745.04632676,1.60677617
Mango,MNGO,0.019738408455885648,22057033.95313675,8870.50723168,2.67286392
Everscale,EVER,0.011106837963170964,22052887.586645,148846.4033141,0.13969195
michi (SOL),$MICHI,0.03967224033713373,22048513.953792963,11230515.81118442,31.31921174
ArbDoge AI,AIDOGE,1.26092382515094e-10,21997559.68824235,5230322.60121386,4.53326195
KIKICat,KIKI,0.021805849146520277,21805579.386360485,318444.14933167,-4.72197604
AdEx,ADX,0.15136301431032045,21803240.83524767,4878045.80509498,1.28904559
Metacade,MCADE,0.01632653218928577,21797982.604160994,4193574.91277293,17.65921961
Botto,BOTTO,0.4682464258909044,21739047.920379803,74704.53639825,3.20630341
Robinhood,HOOD,0.00048794147323053607,21736616.9135315,10282286.33552616,11.69450261
MATH,MATH,0.1895362571914327,21674639.31891111,286450.13788582,1.81625155
HOPR,HOPR,0.06340219841735506,21631169.78663159,419479.88936281,5.90625943
Self Chain,SLF,0.22181789795683798,21516336.101813283,107589002.10946181,16.5214963
CreatorBid,BID,0.08038473366592645,21580631.966950867,1426914.74629978,11.17402973
Nexera,NXRA,0.020589176505933216,21572576.584516093,81664.19009307,-2.76309544
Cryptex Finance,CTX,2.9036350323755475,21585323.614500694,462846.22516945,2.5923302
QuickSwap [Old],QUICK,28.40892290693808,21561003.003780637,33697.36346929,1.98040214
Adshares,ADS,0.5564868021069391,21559032.379324067,60306.47529754,-1.16415505
Inverse Finance,INV,35.73245019436151,21544266.260618728,141399.74147108,0.01200841
Suku,SUKU,0.0534060941871224,21523274.099903394,191377.32138019,2.45925141
OORT,OORT,0.06550998707446086,21522035.340562955,415651.05255785,0.91642422
Linear Finance,LINA,0.00279075214263773,21484332.01120196,8939004.41011005,2.53693635
Stonks,STNK,36.52784698431274,21175210.009530015,355523.88260888,2.37974073
Luna by Virtuals,LUNA,0.021114311944609086,21114311.944609087,445130.40330272,13.42757015
Aura Finance,AURA,0.343283368336309,21096321.747823108,27301.87203169,1.99496778
FIO Protocol,FIO,0.026162954744568763,21032625.48584009,4896168.78185953,3.83060712
Dione Protocol,DIONE,0.00206581992031876,20958654.848388422,208329.29613146,3.75619534
Aki Network,AKI,0.010460993739674447,20921987.479348894,51065.93295963,1.30938523
LooksRare,LOOKS,0.02071134891242179,20710140.881573774,3188878.11394264,-1.29700648
Beefy,BIFI,257.844330341881,20627546.42735048,666399.77352347,2.17860915
MAGA (magamemecoin.com),TRUMP,0.4691994508257157,20643535.74218296,238722.51977485,7.83492606
ASD,ASD,0.03105365199383962,20514516.820611008,1238064.58168775,-2.35426599
Neiro Ethereum,NEIRO,0.020502255583175266,20502255.583175264,5845834.70487405,-3.55804305
SIX,SIX,0.024089197341748345,20499102.60256384,896817.75945343,1.47200224
SPECTRE AI,SPECTRE,2.25316385490695,20490268.130955417,183957.37077626,19.75624808
Ribbon Finance,RBN,0.2108596624697248,20445982.21935427,37416.232029,0.84898601
Alchemist AI,ALCH,0.02380072024914677,20230612.211774755,11177523.29571031,2.49365599
Firo,FIRO,1.350716076569523,19826604.10516273,1041720.19420605,5.20322182
Odos,ODOS,0.01188061305699501,19800993.658939406,1981744.31397682,2.94979961
Prosper,PROS,0.3827678421824361,19672282.4369155,2385332.02868921,3.45760783
GameFi.org,GAFI,1.7955369500118217,19652265.364931393,42771.50316681,-2.11485591
Oobit,OBT,0.019587354418515036,19587354.418515038,565154.32933912,-0.14242187
cheqd,CHEQ,0.03035465213597461,19502645.89918809,288512.37661036,0.28530509
Myro,MYRO,0.020524840390756704,19379632.59921857,8480209.064579,8.57681889
Doge Killer,LEASH,182.1140588411703,19376939.39223632,1403404.86852325,3.34194098
Grok,GROK,0.003058066082138074,19329186.620281734,7215287.15345271,-1.42590007
SHPING,SHPING,0.008436939497133707,19293521.224329814,227034.88616632,-1.46733153
AMO Coin,AMO,0.0010067443243915682,19228816.595878955,973770.35892211,3.29353473
Dora Factory,DORA,0.03578034633103554,19223961.286219954,398503.794907,4.04309026
CEEK VR,CEEK,0.023783445109357607,19162744.576318167,1320549.71140874,3.61775758
Bluzelle,BLZ,0.04164977859811646,19141588.454217322,1653286.5175338,2.22562204
Bluefin,BLUE,0.15295104276461702,19079599.917627446,4303979.19661213,3.56616041
Tectum,TET,2.6409085441200624,19078160.74039931,331874.03753838,0.73587032
Wing Finance,WING,3.9250339695726453,19034678.042604696,1441368.14188357,3.96261598
ZUSD,ZUSD,0.9988025246087193,18989606.151202653,48072.19551592,-0.09129099
Hathor,HTR,0.041149762401146095,18957617.89971679,506837.54669366,1.37505843
Clash of Lilliput,COL,0.22994179224447386,18872334.633389845,28.6233884,0.0
ZTX,ZTX,0.0044665707839708305,18781705.786280293,382869.1930411,0.37122479
AXEL,AXEL,0.06624659663199656,18754591.564812876,3211.93727238,0.87083099
Clore.ai,CLORE,0.0378228363683253,18625206.35148135,2061045.68563165,2.30671378
Cornucopias,COPI,0.020314440470721208,18626245.90831246,106511.48116944,-0.76489967
Solend,SLND,0.36343267136244056,18388849.074300393,10158.12360832,1.89217254
PIVX,PIVX,0.20183664128973655,18256522.61632652,2031004.62033968,2.14798577
PepeFork,PORK,4.562287555484417e-08,18226800.69444332,3993033.93596161,-0.41304794
crow with knife,CAW,2.3648731197988885e-08,18206245.254662097,119454.40020564,0.15602636
Free Palestine,YAFA,0.01859855103696823,18040579.27364588,328674.72093723,1.84814773
